score,content,date
5,쿠폰을좀 자주자주 주세요 이요많이 하고있습니다만 쿠폰쿠폰,2024-09-20
5,원하는 조건의 숙소추천 좋아요^^,2024-09-20
1,좀 쓸려고 들어가면 어떻게 들어갈때마다 업데이트 하라고 뜨는지 진짜 귀찮아죽겠네,2024-09-20
5,야놀자만한 곳 없음.,2024-09-20
5,굿,2024-09-20
5,저렴하게 이용할수있어 좋아요,2024-09-20
5,다른 어플에 비해 저렴해서 좋아요,2024-09-20
5,조아요,2024-09-20
5,굿,2024-09-20
5,검색하기 편리함,2024-09-20
5,늘이용합니다.,2024-09-19
5,좋음,2024-09-19
5,좋아요,2024-09-19
5,좋아요,2024-09-19
5,사용이 편리해요,2024-09-19
4,편리해요,2024-09-19
5,저번에갔는데 좋았어요,2024-09-19
5,결혼식때 사용하고 거의 3년 만이지만 사용하기 편해요,2024-09-18
5,편하네여,2024-09-18
5,굳,2024-09-18
5,항상 편하게 사용이 가능합니다,2024-09-18
4,예약도 간편하고.. 알아보기가 너무 쉽네요,2024-09-18
5,앱이 잘되어잇어요,2024-09-18
5,처음 써봤는데 완전 좋고 편해요,2024-09-18
5,혹 국세청에 내사업자등록되어있는지요,2024-09-18
5,할인률 좋음 가격이 착해요,2024-09-18
5,사용하기 편해요 ㅎ,2024-09-18
5,쿠폰좋아요,2024-09-18
5,여행시 자주사용해요😆,2024-09-18
5,사용하기 편리하고 숙소가 많아요.,2024-09-18
5,어디든지 쉽게 숙박예약을 할수있어서 좋음 취소시 즉시입금도 불편하지 않음,2024-09-18
4,쓸만해요,2024-09-18
5,굳,2024-09-17
5,숙박시설 찾으러 돌아다닐필요 없고! 할인 도 있어서 좋습니다! 거의 8년째...입니다만...어플 중에는 최고입니다.인정!,2024-09-17
5,숙박 및 여행 등 예약하는데 하나의 플랫폼에서 이용가능해 너무 편리하네요.,2024-09-17
5,혜택좋아요,2024-09-17
5,예약 편하게 된다,2024-09-17
1,수익을 위해서 확인도 제대로 되지않은 업체도 소개하는 곳 타 어플에비해 쓰레기업체도 많은,2024-09-17
5,좋음,2024-09-17
4,"롯ㅌ데 6ㅠㄹ677ㅇㅅ프 시온 5,ㅂㅁ",2024-09-17
5,다양한 숙박 업소 및 할인혜택,2024-09-17
5,포인트로 환불해주셔서 감사,2024-09-17
5,2010년 평생회원 시기부터 야놀자 이용중인 고인물입니다^^ 야놀자가 젤 편합니다,2024-09-17
5,10년전부터 쓰던 엄청난어플,2024-09-16
5,가성비 가격,2024-09-16
3,보통요,2024-09-16
5,숙박페스타 ㄷㄷㄷ,2024-09-16
5,뇓ㄱ뇌,2024-09-16
5,최고 유명 어플,2024-09-16
5,좋아요,2024-09-16
5,좋아요 자주 이용하고 싶을 만큼,2024-09-16
5,가격 싸고 좋은숙소 잘다녀왔습니다.,2024-09-16
4,토스페이로 결제했더니 3천원이나 할인을 ㅋㅋ 굿,2024-09-16
5,유용합니다 👍,2024-09-16
5,편하고 좋아요,2024-09-16
5,굿,2024-09-16
5,명절에 많은 모텔과 평점리뷰 볼수있어 조음,2024-09-15
5,좋아요.,2024-09-15
5,😀,2024-09-15
5,GOOD,2024-09-15
4,가격대비 저렴,2024-09-15
5,쩐당,2024-09-15
5,감사합니다,2024-09-15
5,아주 유용하게 잘사용하고있어요,2024-09-14
5,좋습니다,2024-09-14
5,굿,2024-09-14
5,완전 편히해요,2024-09-14
5,다른어플보다 예약 상세스펙이 선택가능해요,2024-09-14
4,편리한 사용,2024-09-14
5,좋아요,2024-09-14
5,사요,2024-09-14
5,사용 편하네요 잘 이용하고 있어요,2024-09-14
5,특가로 저렴하게 구매합니다,2024-09-14
5,좋아요,2024-09-14
5,예약이 간편하고 할인혜택이 많아서 좋아요~,2024-09-14
5,사장님도 친절하시고 깔끔하고 너무 좋아요💜,2024-09-14
5,아주 편리합니다.,2024-09-14
5,편해요,2024-09-14
5,간편해요,2024-09-13
5,굿 초이스,2024-09-13
4,괜찮음,2024-09-13
5,🍀👌👍👍👍👍👍 ☆=5,2024-09-13
5,여행다닐때마다 이용하는야놀자~ 잘 이용하고 있습니다 ^^,2024-09-13
5,굿,2024-09-13
5,자주이용하는 앱인데요 정말 감사히 사용하고 있습니다 항상 감사합니다 야놀자가 굿굿,2024-09-13
5,가성비 좋은 숙소 많아요,2024-09-13
5,예약이 간단하고 편리해서좋아요,2024-09-13
5,Goooooooooood,2024-09-13
5,간편하고 빠름.,2024-09-13
5,깔끔하고 편리해요,2024-09-13
1,ㅋㅋㅋ 로딩 및 오류가 넘쳐남,2024-09-13
5,어플 사용하기 편해요,2024-09-13
3,9월13일 10시쯤부터 장바구니가 안열려요..,2024-09-13
5,굿,2024-09-13
5,여행이나 출장갈때 자주애용합니다,2024-09-13
5,가끔 할인적용. 토스페이 오전오후 선착순 즉시 할인적용을 받을수 있다는점이 좋아요,2024-09-12
4,편리해요,2024-09-12
5,검색결과에서 숙소종류 선택가능,2024-09-12
5,예약하기가 좋음 보고 결제하기가 편해요,2024-09-12
4,편리하네요,2024-09-12
5,최고에요,2024-09-12
5,할인,2024-09-12
1,코인 들어가면 자꾸 이상한 화면에 줌처럼 뜨는데 이거 카메라 몰래 사용할라고 그런거에요? 신고해볼까요 어플에 불법기능 깔렸는지 그리고 코인 일부러 전환 안해쥴려고 못들어가게 막아놓은거에요?,2024-09-12
5,"자주 이용하는데, 매우 편리하네요.",2024-09-12
5,혜택이 많아요 놀카드로 결제하세요 ^^,2024-09-11
5,좋아용,2024-09-11
5,좋아요,2024-09-11
5,좋아요,2024-09-11
5,Good,2024-09-11
5,편하고 좋아요,2024-09-11
1,구조적으로 리뷰랑 별점으로 좋고 나쁜 곳을 가려낼 수 없습니다. 업주 마음에 안드는 리뷰는 전부 권리침해신고로 내려가기 때문에 결국 좋게 작성한 리뷰만 남게 됩니다. 이의를 제기해도 24일 후에나 재게시되기 때문에 리뷰 상단에서 보여지지 않습니다. 소비자는 좋은 리뷰만 보면서 통수 맞게끔 되어있네요.,2024-09-11
5,좋습니다,2024-09-11
4,예약고 쉽고 상품이 다양해요,2024-09-11
5,좋아요,2024-09-10
5,굿굿 빠른 숙박예약!,2024-09-10
5,굿굿,2024-09-10
5,엄청좋와요,2024-09-10
2,사용자의 솔직한 후기를 모텔 사장이 중단 요청 하였다고 일방적으로 게시를 중단하네요 이용자의 이익이 아닌 숙박업소의 이익만을 위하는 야놀자 안쓰려고요,2024-09-10
5,사용도 편하고 예약하기도 쉬워요,2024-09-10
5,편리해요,2024-09-09
5,그냥 편하다,2024-09-09
5,편하고 할인많고좋아요,2024-09-09
5,굿,2024-09-09
1,"10년을 사용했는데 카카오 간편 로그인했다고, 신규계정이니까 신규회원이라 놀카드 쿠폰 못준다고 하는게 어이털림ㅋㅋㅋ 그럼 휴대폰 인증은 왜 받음?? 다른 이벤트에서는 신규계정이어도 동일한 휴대폰번호로는 기존회원 이벤트 적용이 안된다고 하면서, 이건 또 신규회원이라 쿠폰 제공이 안된다고? 신규회원의 정의가 뭔지 모르세요? 이딴식으로 고객 맥이는 회사는 손절쳐야지. 야놀자 탈퇴하고 놀카드도 해지할거임. 당장 오늘부터 여기어때로 예약했음.ㅋㅋ 10년이란 시간이 무색하네. 지금까지 로그인 방식이 몇번이 바뀌었는데ㅋㅋ 이젠 치사하고 더러워서 안쓰겠습니다. 그깟 쿠폰 아껴서 아~주 번창하시길 바랍니다.",2024-09-09
5,친절하고 캐끗해요,2024-09-09
5,좋아요.,2024-09-09
5,제일 좋습니다 다른곳보다 혜택이 너무 많아요 야놀자 광팬,2024-09-09
5,요긴하게 잘썼습니다,2024-09-09
5,좋음,2024-09-08
5,싸고 좋은 호텔 많아요,2024-09-08
5,안녕,2024-09-08
5,야놀자가 저렴하고좋네요,2024-09-08
5,혜택도 좋고 사용하기 편해요,2024-09-08
5,좋아요,2024-09-08
5,간편히 사용할 수 있어서 좋네요,2024-09-07
5,좋아요좋아,2024-09-07
5,아이스링크장 이용 굿,2024-09-07
4,굿,2024-09-07
4,좋아요,2024-09-07
5,어쩌다 이용하게 됐는데 믿음이 생겨서 계속 이용합니다,2024-09-07
5,굿,2024-09-07
5,간편해요,2024-09-07
5,좋아요,2024-09-07
5,편리하고 저렴해요,2024-09-06
5,굿,2024-09-06
5,야놀자 최고,2024-09-06
5,좋아요,2024-09-06
5,포인트 사용 모든지 편함,2024-09-06
5,굿,2024-09-06
5,좋습니다,2024-09-06
5,좋다고 추천 받앗으며 사장님께서 친전,2024-09-06
5,깨끗하게 너무너무 좋아요^^,2024-09-06
5,굿굿굿,2024-09-06
5,좋네요,2024-09-06
5,정확하고 빠른정보 굿,2024-09-06
5,리뷰공유로 좋은 숙박시설 이용하는중입니다. 일때문에 주2회 정도 이용하는데 많은 도움 되네요,2024-09-05
4,깨끗하고 친절하고 좋아요,2024-09-05
5,굿굿,2024-09-05
5,편리함,2024-09-05
5,편리합니다.,2024-09-05
5,굿,2024-09-05
5,좋아요,2024-09-05
5,항상 이용해요 좋아요,2024-09-05
5,교통편 예매시 할인혜택도 있고 좋네요. 잘 이용하고 있어요.,2024-09-05
5,편하고 다양하고 좋아요,2024-09-05
5,좋아요 편리해요,2024-09-04
4,저렴하게 구입할 수 있어 좋았어요,2024-09-04
5,이만한 숙소 어플 없어요! 너무 좋아요,2024-09-04
5,굿,2024-09-04
5,좋아요,2024-09-04
5,가성비가 좋은 상품 많아요~~ ^^/,2024-09-04
5,편해요,2024-09-04
5,다른 어플보다 방이 많네요.,2024-09-04
5,좋아요,2024-09-04
5,편리하고 좋습니다,2024-09-04
5,할인되서 넘 좋아요!,2024-09-04
5,"지역별 분류 잘되어 있고, 정보 제공 등 이용하기 편함",2024-09-04
5,깨끗하고 주변 상권이 좋아요~,2024-09-04
5,좋아요,2024-09-04
5,편햐요,2024-09-04
5,앱이조아서...,2024-09-03
5,좋아요,2024-09-03
4,쿠폰미지급,2024-09-03
5,숙박선택은 야놀자.!!!!,2024-09-03
5,찾기편하고 설명이 잘되어있어서 너무 좋아요^^,2024-09-03
5,급하게 여행와서 숙소 잡기 좋아요~^^,2024-09-03
5,조아요 조아요 너므 조아여,2024-09-03
5,굿굿,2024-09-03
1,사용편한데 경쟁사보다 제일삐싸게 올림 다른데쓰세요 똑같은방장소 여기가 제일삐사게 올라와요,2024-09-03
5,편리해요,2024-09-03
5,굳굳굳 좋아유 ㅎ,2024-09-03
5,편리한 앱이에요 가격도 합리적이고 후기들이 다양해서 적극 반영하게 됩니다.,2024-09-03
5,편리하고 숙소들도 나쁘지 않음,2024-09-03
5,간편,2024-09-03
5,좋아요,2024-09-02
5,할인혜택 받았어요.,2024-09-02
5,좋아요,2024-09-02
5,가장 다양한 숙소를 제공해서 선택의 폭이 넖음.,2024-09-02
3,독과점 수준이라 사실 다른거 사용할게 없음,2024-09-02
5,여기어때 보다 행사?? 이벤트를 많이 해서 좋아요,2024-09-02
5,조은정보 합리적인가격 좋아요,2024-09-02
5,편리성 굿굿~!!,2024-09-02
5,정확하고 정직하게 정보 제공함,2024-09-02
5,좋아요 저렴,2024-09-02
5,자세한 설명이 좋아서 자주 이용합니다,2024-09-02
5,매우 만족합니다,2024-09-02
5,편리한 이용에 자주 사용합니다,2024-09-02
5,싸고혜택많아요,2024-09-01
5,굿!~~,2024-09-01
5,정말 친절하더군요,2024-09-01
4,아주좋아요~~~~,2024-09-01
5,서비스도 잘 안내되어있구 좋으네요~^^,2024-09-01
5,사용하기 편해요,2024-09-01
5,쿠폰두 많구 여행갈때 자주이용,2024-09-01
5,편리하고 저렴합니다👍,2024-09-01
5,싸다싸,2024-09-01
1,Ssrg(쓰레기),2024-09-01
5,조헝요,2024-08-31
5,굳,2024-08-31
5,Good,2024-08-31
5,편리해요,2024-08-31
5,저렴한숙소 비교가능,2024-08-31
5,좋아요.,2024-08-31
5,여행에 많은 도움이 됩니다^^항상 감사하게 잘쓰고있습니다ㅎㅎ,2024-08-31
5,좋아요,2024-08-31
5,사용하기 편해요,2024-08-30
5,사용하기 편한것같아요,2024-08-30
5,오오오오오,2024-08-30
5,좋으네,2024-08-30
5,좋아요,2024-08-30
5,최고,2024-08-30
5,항상 잘이용하고 있어요~,2024-08-30
5,편리한 인터페이스,2024-08-30
5,야놀자 할인도 잘 되고 넘 좋아요.,2024-08-30
5,항시 친절하시고 넘 편해요,2024-08-30
5,굿,2024-08-29
5,굳,2024-08-29
5,각종 숙소정보도 정확하고 간편하게 예약. 결제할수있어서 좋네요,2024-08-29
5,친절한 안내와 끝까지 챙겨주심,2024-08-29
5,서비스가 좋네요,2024-08-29
5,좋음,2024-08-29
5,신뢰할수 있어서,2024-08-29
5,좋아요,2024-08-29
5,좋아요ᆢ,2024-08-29
5,숙소 알아봤는데 깨끗해서 자주 야놀자에서 찾고 있어요,2024-08-28
5,처음써봤는데어럽지않고저렴히이용해습니다,2024-08-28
5,편리하게 숙소예약 가능,2024-08-28
5,사용하기편해요,2024-08-28
5,빠른 예약 좋아요~~,2024-08-28
5,너무 편해요,2024-08-28
5,야놀자 쉽고 편해요,2024-08-28
5,굿,2024-08-28
5,짱,2024-08-27
5,편하게 사용해서 너무편리하구 좋아요,2024-08-27
5,좋음,2024-08-27
5,접근성이 좋다,2024-08-27
5,좋아요,2024-08-27
5,가격이 젤 좋아요!,2024-08-27
5,좋아요,2024-08-27
5,굿이야,2024-08-27
5,사용하기 너무좋아요,2024-08-27
5,굿,2024-08-27
5,잘 이용하고 있습니다. 활인도 많이 받고,2024-08-27
5,좋아요 최고에요,2024-08-27
5,잔잔한 혜택이 많음,2024-08-27
5,사용하기 편리해서 좋아요,2024-08-27
5,좋아요 편해요 할인되요 감사해요,2024-08-27
5,이용이 편리합니다.,2024-08-27
5,가성비 최고,2024-08-27
5,쾌적하고 상당한 서비스 매우 만족합니다,2024-08-26
5,좋아요 ㅎㅎ😀,2024-08-26
5,믿을만하고 취소가 간편해서 너무좋아요,2024-08-26
5,좋아요 😀,2024-08-26
5,아주 좋아요^^,2024-08-26
1,다시는 안쓴다. 환뷸규정 더러운 업체. ㅇㄱㅇㄸ 쓴다,2024-08-26
5,좋아요 😀,2024-08-26
5,정말깨끗한공간 좋은환경의숙박지 굿!!!,2024-08-26
5,좋아요,2024-08-25
5,타어플보다 간편하고 쿠폰적용하니 저렴히 예약 편함,2024-08-25
4,굳,2024-08-25
5,구웃,2024-08-25
5,좋아요,2024-08-25
5,친절하고 방도 청결하고 좋아요 잘쉬다 갑니다,2024-08-25
5,좋아용,2024-08-25
5,좋아오,2024-08-25
4,다른곳보다 저렴하게 샀어요,2024-08-24
5,"연인과 다니기 좋아요,, 할인률",2024-08-24
5,추가 할인 받아서 참 좋네요,2024-08-24
5,숙소찾기 편리하고 좋습니다.,2024-08-24
1,장난하나 업체가 하지도않은말을 증거까지보여줬는데도 우김ㅋㅋㅋㅋㅋㅋㅋ지들이실수하고 뽀록나니깐 우기기시전ㅋㅋㅋ 고객센터 왜있는거? 듣지도않고복붙,2024-08-24
5,편해요,2024-08-24
5,정말 급한마음에 도움되고 힘이 되어주는 앱입니다 화이팅¡¡!!!!!!¡¡,2024-08-24
5,재밌서여,2024-08-24
5,다른곳보다 저렴하게 예약할수 있습니다.,2024-08-23
5,👍,2024-08-23
5,청결하고 친절하고 좋아요 담에도 기회가 된다면 꼭~ 이용 할렵니다^-^,2024-08-23
3,좋아요,2024-08-23
5,좋아요,2024-08-23
5,좋아요,2024-08-23
1,해당 무,2024-08-23
5,좋아요,2024-08-23
3,5월 5만원 899,2024-08-23
1,왜 자동으로 실행되는지?,2024-08-23
5,너무깨끗한객실과안락한침대..너무좋아요~^^,2024-08-23
5,좋습니다,2024-08-22
4,잘 사용하고있습니당~,2024-08-22
5,편리해요,2024-08-22
5,굿,2024-08-22
5,깔끔하고 교통이 편해요,2024-08-22
5,편리해요,2024-08-22
5,최고입니다~♡♡,2024-08-22
5,좋아요,2024-08-21
5,너무좋아요,2024-08-21
5,좋아요,2024-08-21
5,주말부부라 갈때마다 만족합니다~조식도 간단하지만 맛있어요,2024-08-21
5,검색하고 예약하기 편했어요,2024-08-21
5,가성비 좋은 숙소가 필요해서 여행할때 항상 사용하는 어플입니다.,2024-08-21
5,빠른써비스,2024-08-21
5,편리해요,2024-08-20
5,저렴합니다 좋아요,2024-08-20
4,아시죠??? 편해요,2024-08-20
5,깔끔하고좋아요^^,2024-08-20
4,간단함,2024-08-20
5,보기가 편하고 빠름,2024-08-20
5,예약이 정말 편리 해요,2024-08-20
4,추가할인 좋아요~~,2024-08-20
4,이동하기편함,2024-08-20
5,정말 많이 사용하고 혜택도 많아요.,2024-08-20
5,편리함,2024-08-20
5,편해요 잘쓰고 있습니다,2024-08-20
5,편리해요^^,2024-08-20
5,항상 편하고 빠르게 좋은 숙소를 예약할 수 있어서 좋습니다,2024-08-20
5,좋은거같에요,2024-08-19
5,좋아요,2024-08-19
5,쿠폰혜택도 많고 편리합니다.,2024-08-19
5,여름에자주 이용합니다 시원하고 깔끔합니다..,2024-08-19
5,좋네요,2024-08-19
5,편리하고 가성비도 좋아요,2024-08-19
5,검색이 편해서 빠른 결정이 가능합니다^^*,2024-08-19
5,할인혜택이 많아요^^,2024-08-19
5,가격비교 편합니다,2024-08-19
5,상당히 편하고 다른 타 숙소와의 비교도 용이해서 좋았습니다 굿굿,2024-08-18
4,좋네용 지도로보고 예약햇어용,2024-08-18
5,단골,2024-08-18
5,아주 좋아요. 티켓 힐인을 받을 수 있어서 좋아요.,2024-08-18
